task_completion_rate,consistency_score,engagement_metric,performance_score
0.2018108982626694,0.1890741658368473,0.1300416698266903,27.71186064921513
0.2390044191574117,0.0745150826229622,0.2991547061708851,17.118338791062595
0.0751403696377496,0.2116382490850459,0.1677177854839806,9.311360205303108
0.1874622298820996,0.1282804001110012,0.096348645790786,21.805336356251672
0.1715237949431246,0.1327636544444236,0.0660333977714259,22.971450600219438
0.2498491130364813,0.1947966973730645,0.1051561602858485,19.45923129590196
0.2718261181443781,0.280884186440678,0.1117599821278652,28.555305981437265
0.003647031443216,0.0192019039825862,0.0206141033171882,8.040680057703273
0.2022059757176378,0.2474229712041022,0.1108722598280319,15.807428353857969
0.0155507397359187,0.0877149331236579,0.1392715559217674,4.747311969969621
0.1646575995232067,0.1331758363519133,0.2168213256716414,22.82236396080995
0.0862898187131034,0.0065739986325026,0.1970188454164823,17.032225229616337
0.0920329798566423,0.0903138233502939,0.2126296965687462,14.972449726616412
0.1058875510357069,0.1507893727890391,0.0025091045630571,5.1767859356108055
0.186387734714883,0.0168528232042317,0.0653002198741608,19.613169256094658
0.1002149897006307,0.1473287188149495,0.1985052865199569,11.472882420487569
0.2198097151770841,0.2781331886575282,0.1451968104539241,20.481281565587693
0.1213582156721609,0.0316179654323415,0.0015940427005037,7.7124976569790915
0.0205059600929875,0.2293322184226512,0.2413483927295467,22.65137797032484
0.2351279527452321,0.1229013160127977,0.2318428719871012,23.772615852695857
0.0857274973778118,0.1965521143573014,0.1645257488980687,16.495895121879293
0.1298300638797787,0.0780709793955688,0.0199389977328816,10.74060442794863
0.2056331649665704,0.0478476787624074,0.2299545148597754,15.866431570058795
0.0997368471446136,0.0481387842813679,0.1751140763194091,12.842880816210185
0.0169756968440146,0.0211475836929433,0.2345879931473877,0.0
0.112176314103844,0.0556940114703729,0.2255240977187521,10.591408113236623
0.283334574808291,0.1992658154966904,0.2409006215873511,25.53681174898349
0.1925203191895674,0.2645071835530524,0.1554024199213874,15.088554271876683
0.201443744600162,0.2442377056773485,0.0420973554580544,19.59011995822284
0.1896846460912919,0.2055402929623452,0.2013472420139066,18.792621042750817
0.059697641687831,0.0331295590233308,0.1861421355155911,16.978372112797047
0.125500159230684,0.0867562338887849,0.2226759561597261,21.48847208540227
0.2252819395089954,0.0929420625967406,0.0509643018152205,11.209329471035442
0.0304118692659477,0.0749870839192863,0.0584925599700867,4.549148149231625
0.0833558328269136,0.1545016979129169,0.2671228551657985,15.05012629113164
0.082895732539756,0.1606661444639017,0.2249933395356212,12.305680465419222
0.1296056782783518,0.107065792551333,0.2724685466100968,16.718368455823786
0.2941106222826555,0.1061367476209308,0.2276145963491762,17.37816562233025
0.0202507640051465,0.2485666793718244,0.1791465917970905,8.33545245845935
0.1556102983141785,0.2367878544959056,0.1962398211083621,22.531538487134235
0.0538094046036631,0.0923387495042236,0.266738377182003,15.200339767453483
0.2912029636229232,0.2741365331619778,0.1736420263535821,21.562369066125743
0.0339910514182392,0.2858445051007518,0.1897173972985162,20.583911821531785
0.1210803007084773,0.0980227626090122,0.0469430148010801,6.28969544385487
0.2213654954503818,0.1063274846379164,0.1421763660348308,17.396317121403026
0.2113663284082335,0.1516902460265876,0.2149191335874296,23.238510150007933
0.1268185910681796,0.282336243760102,0.0812828094949096,16.818519588184934
0.1039572503858154,0.2628958299426934,0.0606762541573604,17.15025497806657
0.1192837135658611,0.0307703887750769,0.0941480424673246,5.619864992007397
0.0792828789475917,0.1178192229814248,0.07245018839785,8.123909755059307
0.0615998816120399,0.1660113569249315,0.0644737911109187,8.856940380225469
0.1449119092676669,0.150939741765462,0.127455252860426,10.532856921307308
0.0805601268202822,0.0581589203810678,0.2723515541650602,11.182885324696256
0.086238499469175,0.2576450313504464,0.1521178940216155,8.52697193225428
0.1970268190423671,0.2030822348990512,0.0563761142445969,13.942585103565875
0.2905611995099676,0.251372512455541,0.0230915008142622,19.573395969850843
0.1810911601678125,0.2576292838048416,0.2088468435413775,20.200943665939494
0.0230938401194898,0.2245067560997219,0.1148396293309163,10.444993572188876
0.02267508415622,0.1317631803749152,0.2465492839756077,11.373625779460385
0.2854269662536697,0.1831640265046273,0.197853230592231,25.17135793304484
0.0891872370922,0.0481096218359229,0.2388724351624105,15.595722497668184
0.0276200958247426,0.2020936252424723,0.0815838118255346,6.968849877873264
0.1797133761451144,0.0537759767217842,0.2077076767383174,8.24738187257924
0.1870946334870798,0.208184877153047,0.0792185954081156,11.540498863827215
0.1945514460356064,0.0688794482261905,0.2817205438350875,14.79983751924348
0.0802206083572623,0.0352653900450659,0.1909122844600123,7.456313508285567
0.0045332052643425,0.0495853470428872,0.0973535400526026,0.5006735274025327
0.2895046108363415,0.000597640565721,0.0808535586876817,7.1418574991964725
0.0752679137073307,0.215621885356059,0.057277975521493,9.708827786421685
0.2028078864157642,0.2197203147175137,0.2083922876681183,21.919466764016367
0.2119889609636128,0.1544800049739778,0.0656146838993781,18.50187303929601
0.1830022251238457,0.0484088403166151,0.1785909797782467,10.692057644949918
0.0938722182640944,0.0250663012532069,0.0793905080776072,4.55198286564903
0.0813288761292197,0.0057386899311861,0.1985906834381605,3.7852847344777647
0.1793004848108109,0.0497244530895662,0.2444819185621617,14.867227362747418
0.2598286900835074,0.267256660494944,0.2334075729433959,21.34017687329416
0.2840201186770186,0.0724610525105045,0.2282553992792345,22.46896563313527
0.0317717413211272,0.1062813981651647,0.0563167217076756,0.0
0.0464485837793159,0.0316036453443999,0.0265154840953556,1.8288096783482144
0.2834208776349239,0.066708391424451,0.2096846485462156,20.419281714866848
0.2209605685004377,0.1557673712340615,0.1105041641383054,17.972057418279817
0.2648981474489319,0.1823258049286957,0.1297038679210042,33.685094088389214
0.0607897902406029,0.0736056942498633,0.0093447278380173,6.990409227159304
0.1762757613328205,0.0173196477675351,0.0778729347825147,4.58376851052937
0.2103418783252421,0.1173098607382195,0.0101029211623392,12.294772052460484
0.2040335656340917,0.0702610112779002,0.2637557317803742,8.33313964726728
0.1224455072600094,0.0658661769689405,0.0730190049655591,8.625612861968472
0.0046184675073925,0.2879588408140365,0.1672011508719024,10.278046615580749
0.1748778170412789,0.1848901457777172,0.0116937961983391,18.335564066630543
0.0759304617538826,0.1670635329516287,0.2000542173916974,11.138096185277073
0.1350762738428671,0.1247325310569965,0.0969082037262281,11.607565054889037
0.2872743045251452,0.1286833000290432,0.2693757560872997,19.5514923771828
0.1197105952927304,0.1622715011514242,0.2664354566802107,25.82306952828099
0.251940481999328,0.2089289421108321,0.0975871855085243,18.2235980609758
0.0565621817247753,0.2106438288545488,0.2702882687071403,25.55501321397474
0.2017381494075086,0.0515081723116348,0.2988473020496336,21.414253369039734
0.293102086331683,0.1500338256229881,0.2476246992371844,25.576218467678448
0.030567930261881,0.1235874285102305,0.2534614043265686,13.728478053085126
0.0024959826681576,0.2611580898808152,0.0747026208327269,13.076924464454269
0.1300748377897843,0.1894256763655129,0.1730107196573269,6.519797279089445
0.0277876449154101,0.1597512199247945,0.0201767741902103,5.812800877985691
0.2245153049028694,0.0346183926536752,0.0284753810465009,15.129930321077538
0.2743645991545677,0.1816913667970234,0.2996677836099872,24.58099047695768
0.1302062918126276,0.03516117170407,0.0979917748277732,1.862737818824013
0.0776134926466322,0.1011619726697256,0.2244551736146539,11.99456583678469
